booking_id,user_id,shop_id,service_type,time_of_day,distance_km,rating_given
B02563,U0617,S075,Spa,Morning,10.1,4
B02564,U0207,S066,Manicure,Morning,3.6,3.5
B02565,U0894,S056,Coloring,Weekend,9.7,4.1
B02566,U0835,S055,Coloring,Weekend,7.3,4.1
B02567,U0262,S088,Manicure,Afternoon,7.7,2
B02568,U0101,S077,Haircut,Afternoon,1.5,4.2
B02569,U0950,S072,Haircut,Morning,2.2,3.7
B02570,U0992,S059,Manicure,Morning,5.8,3.5
B02571,U0264,S091,Manicure,Morning,0.7,4.9
B02572,U0060,S028,Spa,Weekend,14,4.3
B02573,U0686,S046,Pedicure,Afternoon,1.8,3.1
B02574,U0764,S100,Pedicure,Weekend,14.2,3.3
B02575,U0522,S100,Coloring,Weekend,5.3,3.6
B02576,U0841,S079,Spa,Evening,10.7,3.9
B02577,U0451,S047,Coloring,Weekend,7.6,5
B02578,U0947,S076,Manicure,Evening,2.8,4.7
B02579,U0018,S038,Haircut,Morning,12.1,3.5
B02580,U0980,S081,Spa,Weekend,6,4.9
B02581,U0606,S013,Coloring,Weekend,8.3,4.3
B02582,U0012,S088,Pedicure,Morning,3.9,3.1
B02583,U0998,S057,Haircut,Evening,10.2,4.4
B02584,U0459,S079,Pedicure,Afternoon,8,3.7
B02585,U0325,S027,Manicure,Morning,8.7,4.7
B02586,U0339,S057,Coloring,Weekend,9.6,4.3
B02587,U0480,S018,Manicure,Weekend,9.2,4.2
B02588,U0642,S033,Haircut,Evening,2,4.8
B02589,U0653,S084,Coloring,Evening,10.1,3.3
B02590,U0760,S026,Haircut,Weekend,2.6,3.6
B02591,U0977,S051,Spa,Evening,2.5,5
B02592,U0537,S062,Pedicure,Weekend,13.8,2.3
B02593,U0166,S075,Spa,Morning,11.7,3.2
B02594,U0444,S049,Coloring,Morning,1.4,2.7
B02595,U0782,S031,Haircut,Afternoon,8.9,3.6
B02596,U0345,S035,Coloring,Afternoon,2.6,4.4
B02597,U0596,S086,Coloring,Morning,14.6,5
B02598,U0311,S023,Coloring,Evening,7.6,4.3
B02599,U0023,S001,Haircut,Morning,12.7,3.1
B02600,U0062,S057,Haircut,Morning,1.6,3.7
B02601,U0722,S001,Coloring,Evening,2.8,4.3
B02602,U0532,S092,Haircut,Weekend,1.4,3.3
B02603,U0582,S028,Manicure,Afternoon,14.8,4.7
B02604,U0215,S058,Spa,Evening,0.5,3.2
B02605,U0118,S006,Haircut,Morning,11.3,2.9
B02606,U0574,S094,Coloring,Weekend,3.1,4.6
B02607,U0109,S035,Coloring,Weekend,5.5,3
B02608,U0412,S011,Coloring,Morning,12.9,3
B02609,U0990,S037,Coloring,Morning,8.2,3.1
B02610,U0180,S071,Pedicure,Evening,12.4,2.4
B02611,U0645,S099,Coloring,Morning,1.6,3.2
B02612,U0657,S065,Spa,Afternoon,1.6,4.8
B02613,U0549,S034,Coloring,Morning,6,4.7
B02614,U0406,S070,Manicure,Morning,14.6,4.5
B02615,U0382,S040,Manicure,Weekend,9.8,3.9
B02616,U0960,S064,Haircut,Afternoon,2.6,3.4
B02617,U0701,S078,Spa,Evening,2.6,5
B02618,U0210,S065,Spa,Morning,14.6,4.1
B02619,U0126,S018,Coloring,Evening,11.6,4.8
B02620,U0264,S009,Manicure,Evening,2.7,3.1
B02621,U0466,S100,Pedicure,Morning,6.2,4.3
B02622,U0291,S057,Haircut,Weekend,1.7,4.5
B02623,U0320,S052,Manicure,Morning,12.3,5
B02624,U0933,S079,Pedicure,Weekend,6.5,4
B02625,U0503,S075,Spa,Morning,6.7,3.7
B02626,U0817,S019,Coloring,Evening,10.5,3.8
B02627,U0080,S013,Spa,Evening,9.8,4.3
B02628,U0178,S035,Coloring,Morning,5.6,4.1
B02629,U0300,S065,Spa,Evening,14.7,4.7
B02630,U0934,S010,Manicure,Afternoon,0.9,4.1
B02631,U0961,S029,Pedicure,Evening,11.5,2.5
B02632,U0008,S039,Coloring,Afternoon,2.4,4.1
B02633,U0144,S003,Coloring,Weekend,13.5,3.3
B02634,U0340,S037,Spa,Morning,3,2.7
B02635,U0522,S072,Haircut,Weekend,10.8,3.8
B02636,U0986,S071,Pedicure,Morning,1,2.3
B02637,U0078,S004,Spa,Evening,5.9,2.9
B02638,U0011,S011,Coloring,Morning,6.7,3.7
B02639,U0909,S041,Coloring,Afternoon,2.4,3.8
B02640,U0150,S040,Manicure,Morning,2.4,4.2
B02641,U0730,S018,Spa,Evening,1.3,4.4
B02642,U0925,S016,Spa,Evening,1.8,5
B02643,U0378,S076,Manicure,Morning,9.6,4.3
B02644,U0127,S037,Coloring,Weekend,6.8,2.9
B02645,U0575,S077,Spa,Evening,10.8,5
B02646,U0201,S027,Manicure,Morning,4.5,3.9
B02647,U0892,S027,Spa,Weekend,4.8,4.7
B02648,U0620,S055,Spa,Weekend,11,4.9
B02649,U0526,S059,Manicure,Afternoon,8.6,3.8
B02650,U0874,S012,Manicure,Evening,12.5,3.4
B02651,U0725,S055,Spa,Evening,1.9,3.8
B02652,U0906,S028,Haircut,Morning,8.4,5
B02653,U0337,S076,Coloring,Afternoon,7.8,4.1
B02654,U0999,S077,Manicure,Afternoon,10.9,4.9
B02655,U0378,S007,Manicure,Morning,6.9,4.6
B02656,U0742,S077,Haircut,Morning,12.5,4.4
B02657,U0653,S070,Manicure,Evening,1.1,4.8
B02658,U0605,S053,Manicure,Evening,10.9,4.7
B02659,U0234,S066,Haircut,Evening,2.5,3.7
B02660,U0511,S048,Haircut,Weekend,5.1,3.8
B02661,U0158,S080,Manicure,Weekend,7.3,3.7
B02662,U0972,S056,Haircut,Morning,2.2,3.6
B02663,U0649,S002,Haircut,Afternoon,2.3,3.4
B02664,U0799,S061,Manicure,Evening,2.2,4.8
B02665,U0445,S060,Spa,Weekend,2.1,5
B02666,U0007,S005,Coloring,Evening,11.7,3.4
B02667,U0099,S038,Spa,Evening,3.2,4.6
B02668,U0092,S048,Haircut,Afternoon,3.9,4.1
B02669,U0552,S013,Manicure,Evening,3.5,4.1
B02670,U0870,S001,Spa,Evening,4.4,4.3
B02671,U0453,S033,Haircut,Weekend,8.2,4.7
B02672,U0712,S032,Spa,Morning,5.2,3.4
B02673,U0295,S072,Coloring,Morning,2.8,4.5
B02674,U0999,S063,Manicure,Afternoon,11.5,4.9
B02675,U0832,S014,Haircut,Afternoon,13.1,4.6
B02676,U0593,S010,Coloring,Evening,9.5,3.7
B02677,U0712,S015,Spa,Afternoon,9.3,4.3
B02678,U0435,S076,Manicure,Afternoon,13.9,5
B02679,U0518,S070,Manicure,Morning,11.2,3.7
B02680,U0896,S079,Manicure,Afternoon,4.7,5
B02681,U0348,S058,Spa,Afternoon,2.3,3.2
B02682,U0431,S039,Spa,Morning,2.8,4.4
B02683,U0566,S099,Haircut,Evening,3.9,3.2
B02684,U0014,S010,Pedicure,Morning,2.6,3.3
B02685,U0730,S088,Manicure,Afternoon,1.1,3.2
B02686,U0492,S078,Spa,Evening,2.1,4.3
B02687,U0399,S082,Spa,Morning,2.6,4.1
B02688,U0786,S065,Spa,Afternoon,0.7,4.6
B02689,U0395,S019,Spa,Morning,1.5,4.5
B02690,U0513,S032,Coloring,Weekend,5.1,3.2
B02691,U0450,S007,Haircut,Morning,13.2,4.5
B02692,U0125,S003,Coloring,Evening,13.7,4.1
B02693,U0682,S057,Coloring,Weekend,4.1,4.1
B02694,U0184,S079,Manicure,Morning,3.4,4.7
B02695,U0113,S027,Manicure,Afternoon,5.7,4.5
B02696,U0977,S011,Coloring,Weekend,2.2,2.9
B02697,U0938,S039,Coloring,Weekend,5,4.1
B02698,U0792,S006,Haircut,Evening,14,3.9
B02699,U0773,S053,Manicure,Afternoon,1.8,4.7
B02700,U0526,S086,Manicure,Afternoon,12.2,3.8
B02701,U0618,S063,Pedicure,Morning,9.5,3.8
B02702,U0216,S065,Spa,Weekend,5.8,4.2
B02703,U0486,S010,Coloring,Morning,5.3,3.8
B02704,U0562,S098,Coloring,Weekend,14.2,3.6
B02705,U0772,S007,Haircut,Evening,14.7,4.8
B02706,U0787,S036,Coloring,Evening,3.1,3.5
B02707,U0828,S064,Pedicure,Evening,6.5,2.7
B02708,U0382,S058,Haircut,Weekend,6.2,2.3
B02709,U0144,S004,Spa,Weekend,12.5,3
B02710,U0780,S052,Coloring,Morning,11.4,4.2
B02711,U0001,S034,Pedicure,Weekend,4.7,4.9
B02712,U0745,S037,Spa,Morning,6.2,4
B02713,U0103,S070,Manicure,Morning,14.7,3.3
B02714,U0168,S017,Manicure,Morning,11,2.8
B02715,U0762,S077,Spa,Weekend,1.9,4.2
B02716,U0961,S027,Spa,Evening,6.9,3.6
B02717,U0957,S071,Haircut,Morning,5.3,2.5
B02718,U0399,S039,Spa,Weekend,6.2,3.9
B02719,U0863,S066,Spa,Weekend,5.4,3.3
B02720,U0726,S017,Manicure,Evening,8.9,2.2
B02721,U0989,S057,Haircut,Evening,7,4.4
B02722,U0863,S086,Spa,Weekend,4.2,5
B02723,U0295,S050,Haircut,Morning,1.3,2.4
B02724,U0816,S034,Coloring,Afternoon,2.9,4.6
B02725,U0374,S038,Haircut,Weekend,9.8,3.6
B02726,U0128,S008,Haircut,Morning,12.7,4.1
B02727,U0022,S075,Spa,Afternoon,12.5,4
B02728,U0077,S088,Pedicure,Morning,2.7,3.4
B02729,U0318,S034,Spa,Afternoon,8.7,4.8
B02730,U0051,S022,Spa,Morning,11.7,4.3
B02731,U0286,S039,Coloring,Weekend,2.6,4.3
B02732,U0840,S015,Spa,Evening,14.5,5
B02733,U0508,S020,Haircut,Weekend,7.9,4.1
B02734,U0245,S032,Haircut,Evening,9.3,3.4
B02735,U0130,S082,Spa,Evening,6.9,5
B02736,U0056,S040,Pedicure,Weekend,12.5,3.8
B02737,U0230,S068,Coloring,Weekend,3.9,3.8
B02738,U0370,S091,Spa,Afternoon,2.5,4.4
B02739,U0377,S013,Manicure,Morning,8.8,4.7
B02740,U0926,S045,Pedicure,Morning,9.5,3.1
B02741,U0151,S050,Spa,Morning,8.5,2.4
B02742,U0407,S084,Coloring,Afternoon,8.6,2.4
B02743,U0398,S093,Spa,Evening,1.9,3.5
B02744,U0257,S063,Manicure,Evening,2,3.9
B02745,U0764,S096,Manicure,Morning,9.5,4.5
B02746,U0450,S100,Pedicure,Morning,3.5,3.6
B02747,U0443,S088,Coloring,Weekend,4.9,2
B02748,U0724,S068,Pedicure,Morning,9.3,3.7
B02749,U0195,S058,Manicure,Afternoon,7.5,3.5
B02750,U0312,S089,Haircut,Evening,12.7,3
B02751,U0073,S075,Spa,Evening,4.8,4.2
B02752,U0201,S042,Manicure,Morning,3.3,4.4
B02753,U0145,S096,Coloring,Afternoon,1.8,3.3
B02754,U0666,S030,Manicure,Weekend,6.5,3.5
B02755,U0986,S062,Pedicure,Morning,2.7,3.7
B02756,U0913,S094,Haircut,Afternoon,6.2,5
B02757,U0263,S094,Coloring,Morning,1.2,5
B02758,U0482,S003,Coloring,Afternoon,9.4,4.1
B02759,U0794,S024,Manicure,Morning,14.6,4.6
B02760,U0718,S037,Spa,Evening,4.1,4
B02761,U0829,S029,Manicure,Evening,2,3
B02762,U0557,S061,Manicure,Morning,3.5,4.1
B02763,U0102,S086,Manicure,Afternoon,13.1,4.2
B02764,U0888,S085,Manicure,Morning,5.9,3.7
B02765,U0411,S006,Pedicure,Morning,13.5,4
B02766,U0125,S034,Coloring,Weekend,11.8,4.4
B02767,U0694,S097,Spa,Evening,1,3.5
B02768,U0979,S086,Pedicure,Morning,12.6,4.2
B02769,U0992,S022,Haircut,Morning,1.9,3.6
B02770,U0041,S089,Pedicure,Weekend,2,2.9
B02771,U0847,S073,Manicure,Afternoon,8.4,2.5
B02772,U0343,S073,Spa,Evening,2.7,3
B02773,U0216,S021,Manicure,Morning,13.8,5
B02774,U0798,S061,Manicure,Weekend,5.3,4.8
B02775,U0756,S011,Coloring,Morning,2.9,3.3
B02776,U0281,S065,Spa,Morning,10.2,3.9
B02777,U0651,S067,Pedicure,Morning,1.7,3.2
B02778,U0590,S090,Pedicure,Afternoon,2.2,5
B02779,U0009,S074,Spa,Morning,3.6,2.4
B02780,U0570,S034,Manicure,Evening,9.9,4.4
B02781,U0971,S083,Spa,Weekend,12.9,3.5
B02782,U0893,S051,Spa,Afternoon,11.9,5
B02783,U0621,S068,Haircut,Weekend,12,3.5
B02784,U0264,S071,Haircut,Afternoon,0.8,3.1
B02785,U0957,S026,Haircut,Evening,14.9,4.2
B02786,U0140,S056,Coloring,Weekend,6.3,4.1
B02787,U0062,S046,Haircut,Morning,2.5,3.6
B02788,U0717,S054,Spa,Weekend,7.6,4.2
B02789,U0020,S066,Coloring,Weekend,11.8,2.9
B02790,U0589,S001,Haircut,Weekend,10.8,3.7
B02791,U0546,S083,Spa,Afternoon,11.3,3.6
B02792,U0781,S029,Pedicure,Weekend,1.4,2.9
B02793,U0379,S074,Spa,Afternoon,13,3.3
B02794,U0026,S013,Manicure,Morning,14.5,4
B02795,U0703,S097,Manicure,Morning,6.1,3.7
B02796,U0277,S031,Manicure,Morning,5.2,3.8
B02797,U0966,S093,Pedicure,Afternoon,13,3.7
B02798,U0841,S052,Coloring,Weekend,8.1,4.7
B02799,U0300,S064,Pedicure,Evening,5.8,2.4
B02800,U0471,S057,Haircut,Weekend,14,4.7
B02801,U0283,S015,Coloring,Evening,9.1,4.1
B02802,U0870,S061,Manicure,Evening,12.4,3.6
B02803,U0915,S044,Coloring,Evening,9.6,3.2
B02804,U0540,S048,Spa,Evening,14.8,4.2
B02805,U0038,S070,Coloring,Evening,11,4.1
B02806,U0156,S031,Haircut,Afternoon,7.9,4
B02807,U0150,S093,Haircut,Morning,3.6,3.3
B02808,U0136,S026,Coloring,Morning,6.9,3.2
B02809,U0325,S016,Spa,Afternoon,4.5,4.2
B02810,U0492,S095,Spa,Afternoon,1.8,4.8
B02811,U0230,S020,Coloring,Morning,1.2,4.8
B02812,U0043,S047,Coloring,Morning,2.2,5
B02813,U0576,S099,Haircut,Morning,1.8,3.5
B02814,U0155,S092,Coloring,Weekend,14.2,3.9
B02815,U0147,S069,Haircut,Morning,12.4,4
B02816,U0249,S092,Haircut,Morning,12.4,3.4
B02817,U0220,S040,Pedicure,Evening,12.6,3.3
B02818,U0077,S092,Haircut,Morning,4.3,2.9
B02819,U0929,S003,Pedicure,Afternoon,6.7,3.6
B02820,U0523,S053,Manicure,Weekend,7.5,4.4
B02821,U0492,S049,Coloring,Evening,0.7,3.4
B02822,U0898,S069,Haircut,Afternoon,5.5,4.1
B02823,U0429,S003,Coloring,Evening,13.7,3.7
B02824,U0133,S005,Haircut,Weekend,10,4.1
B02825,U0024,S072,Coloring,Weekend,7.7,5
B02826,U0639,S034,Spa,Afternoon,13,5
B02827,U0135,S100,Coloring,Evening,14.2,4.1
B02828,U0073,S064,Pedicure,Evening,1.6,3.2
B02829,U0156,S020,Haircut,Afternoon,13.1,5
B02830,U0484,S011,Coloring,Weekend,3.9,3.9
B02831,U0988,S041,Coloring,Morning,9.2,3.9
B02832,U0015,S062,Pedicure,Morning,7.2,2.5
B02833,U0440,S013,Coloring,Evening,0.9,4.1
B02834,U0154,S090,Coloring,Weekend,13.2,3.9
B02835,U0539,S012,Manicure,Morning,14.2,4.1
B02836,U0205,S049,Coloring,Weekend,4,3.5
B02837,U0455,S026,Haircut,Morning,14.9,3.6
B02838,U0676,S054,Spa,Afternoon,1.6,3.8
B02839,U0736,S063,Manicure,Morning,1.6,4.4
B02840,U0139,S011,Coloring,Afternoon,13,2.6
B02841,U0408,S013,Coloring,Weekend,4.8,4.5
B02842,U0948,S050,Haircut,Evening,6.5,2.7
B02843,U0236,S072,Haircut,Evening,9.5,3.6
B02844,U0736,S057,Haircut,Morning,1.8,3.2
B02845,U0264,S080,Manicure,Afternoon,1.1,3.9
B02846,U0366,S020,Haircut,Weekend,14.7,4.4
B02847,U0383,S068,Manicure,Morning,1.9,4.7
B02848,U0164,S043,Pedicure,Weekend,12.7,3.2
B02849,U0631,S005,Spa,Weekend,7.3,4.8
B02850,U0968,S022,Haircut,Afternoon,4.7,4.3
B02851,U0944,S064,Haircut,Morning,2.2,2.7
B02852,U0621,S029,Haircut,Evening,4.7,3.5
B02853,U0492,S007,Manicure,Morning,2,4.5
B02854,U0096,S015,Spa,Evening,2.8,4.4
B02855,U0830,S044,Haircut,Evening,2.8,2.9
B02856,U0915,S054,Pedicure,Evening,1.6,3.4
B02857,U0466,S073,Haircut,Morning,5.3,2.9
B02858,U0152,S050,Spa,Morning,1.4,3.2
B02859,U0625,S009,Haircut,Weekend,1.6,3.9
B02860,U0016,S067,Pedicure,Weekend,13.6,3.5
B02861,U0138,S056,Coloring,Weekend,3.5,3.3
B02862,U0059,S069,Spa,Morning,1,4.1
B02863,U0866,S049,Coloring,Weekend,9.2,2.4
B02864,U0472,S022,Spa,Weekend,14.9,3.8
B02865,U0734,S086,Coloring,Evening,1.7,4.1
B02866,U0327,S015,Spa,Weekend,6.1,4.2
B02867,U0131,S020,Coloring,Evening,2.2,5
B02868,U0318,S032,Spa,Morning,14.9,3
B02869,U0815,S024,Coloring,Evening,6.3,4
B02870,U0175,S072,Coloring,Afternoon,7.2,4.2
B02871,U0407,S017,Manicure,Evening,14.1,3
B02872,U0382,S074,Spa,Weekend,10,2.8
B02873,U0230,S031,Haircut,Weekend,12.2,3.3
B02874,U0580,S093,Spa,Weekend,3.8,3.6
B02875,U0479,S048,Haircut,Morning,3.6,3.3
B02876,U0162,S023,Coloring,Evening,12.8,4.8
B02877,U0813,S002,Haircut,Afternoon,9,3.6
B02878,U0290,S066,Manicure,Afternoon,5.2,3
B02879,U0178,S070,Spa,Afternoon,1.1,3.6
B02880,U0347,S087,Coloring,Weekend,12.5,3.2
B02881,U0159,S028,Spa,Afternoon,1.8,4.6
B02882,U0331,S053,Manicure,Evening,14.2,3.6
B02883,U0106,S053,Manicure,Morning,3.7,3.7
B02884,U0439,S003,Coloring,Evening,10.4,3.2
B02885,U0969,S003,Pedicure,Morning,5.4,3.8
B02886,U0940,S077,Manicure,Afternoon,7.6,4.9
B02887,U0202,S092,Haircut,Weekend,2.1,2.5
B02888,U0842,S056,Haircut,Weekend,11.3,4.1
B02889,U0092,S077,Coloring,Weekend,3.6,3.8
B02890,U0028,S041,Coloring,Morning,12.5,4.4
B02891,U0213,S004,Spa,Morning,0.8,3.2
B02892,U0403,S002,Haircut,Afternoon,3.6,3.6
B02893,U0560,S011,Coloring,Morning,0.9,3.7
B02894,U0039,S027,Pedicure,Evening,2.4,4.8
B02895,U0528,S059,Coloring,Morning,1.9,3.7
B02896,U0958,S002,Haircut,Afternoon,2.9,3.4
B02897,U0630,S056,Haircut,Weekend,2.4,3.5
B02898,U0258,S065,Spa,Morning,1.6,5
B02899,U0372,S031,Manicure,Morning,11.5,3.5
B02900,U0852,S001,Coloring,Weekend,10.8,4.4
B02901,U0469,S057,Haircut,Afternoon,8.3,3.9
B02902,U0971,S043,Pedicure,Weekend,4,3.6
B02903,U0257,S028,Haircut,Evening,1.6,5
B02904,U0024,S092,Coloring,Weekend,14.7,3.6
B02905,U0720,S094,Coloring,Weekend,9.8,4.3
B02906,U0653,S057,Haircut,Evening,14.1,3.6
B02907,U0629,S087,Coloring,Weekend,2.3,3.2
B02908,U0392,S092,Coloring,Morning,2.1,2.6
B02909,U0854,S018,Coloring,Weekend,13.6,3.4
B02910,U0870,S023,Coloring,Evening,2.8,5
B02911,U0133,S062,Pedicure,Weekend,14.2,3.2
B02912,U0073,S098,Haircut,Morning,3.6,3.9
B02913,U0334,S006,Coloring,Morning,2.8,3.3
B02914,U0957,S099,Haircut,Morning,12.8,4.2
B02915,U0442,S020,Coloring,Weekend,1.6,4.8
B02916,U0810,S017,Haircut,Evening,2.6,3.1
B02917,U0483,S003,Pedicure,Afternoon,1.6,4.2
B02918,U0816,S010,Coloring,Afternoon,1.9,3.7
B02919,U0149,S016,Spa,Afternoon,14,4.8
B02920,U0176,S021,Manicure,Weekend,14.6,4.9
B02921,U0943,S001,Spa,Evening,11.2,4.2
B02922,U0433,S066,Coloring,Evening,2.7,3.5
B02923,U0197,S062,Pedicure,Morning,2.8,2.9
B02924,U0014,S046,Pedicure,Afternoon,2.9,4.2
B02925,U0773,S071,Pedicure,Afternoon,4.3,2.9
B02926,U0341,S023,Coloring,Weekend,9,4.5
B02927,U0818,S023,Coloring,Weekend,4.1,4.5
B02928,U0686,S014,Haircut,Evening,4.7,4
B02929,U0569,S020,Haircut,Weekend,3.6,4.4
B02930,U0982,S027,Coloring,Weekend,5.6,3.6
B02931,U0637,S050,Spa,Weekend,9.1,2.5
B02932,U0471,S005,Spa,Weekend,10,3.8
B02933,U0996,S038,Haircut,Weekend,12.3,4.5
B02934,U0521,S058,Pedicure,Morning,7.6,3.5
B02935,U0867,S009,Haircut,Evening,14.5,3.9
B02936,U0983,S029,Pedicure,Morning,8.9,2.2
B02937,U0355,S083,Manicure,Afternoon,8.3,3.3
B02938,U0062,S037,Coloring,Morning,1,3.5
B02939,U0793,S083,Coloring,Evening,2.1,3.9
B02940,U0086,S017,Manicure,Weekend,11.3,2.8
B02941,U0856,S028,Manicure,Morning,2.3,4.4
B02942,U0756,S079,Coloring,Afternoon,0.9,4.3
B02943,U0892,S001,Spa,Weekend,3.7,3.8
B02944,U0278,S046,Haircut,Weekend,1.2,3.5
B02945,U0893,S079,Manicure,Afternoon,4,3.9
B02946,U0520,S054,Haircut,Evening,13.9,4
B02947,U0424,S009,Pedicure,Morning,6.9,3.7
B02948,U0900,S066,Manicure,Morning,1,2.4
B02949,U0907,S018,Spa,Weekend,10.6,3.8
B02950,U0666,S070,Manicure,Afternoon,11.2,4.5
B02951,U0217,S070,Pedicure,Evening,3.2,3.7
B02952,U0112,S068,Spa,Evening,14.2,3.8
B02953,U0321,S060,Spa,Morning,13.2,4.2
B02954,U0479,S031,Pedicure,Evening,8.8,4.4
B02955,U0136,S049,Coloring,Weekend,7.1,3.1
B02956,U0336,S088,Manicure,Evening,2.1,2.2
B02957,U0491,S090,Coloring,Weekend,2,4.1
B02958,U0258,S077,Haircut,Evening,1,4
B02959,U0422,S065,Spa,Evening,0.5,4
B02960,U0056,S008,Spa,Weekend,2.5,5
B02961,U0022,S077,Manicure,Weekend,9.2,5
B02962,U0448,S008,Spa,Afternoon,12.8,4.2
B02963,U0564,S026,Haircut,Evening,2.3,4
B02964,U0465,S043,Pedicure,Weekend,9.5,3.3
B02965,U0765,S085,Spa,Weekend,2.7,3.6
B02966,U0940,S060,Spa,Afternoon,4.8,4.3
B02967,U0833,S077,Spa,Evening,1.7,4.9
B02968,U0923,S089,Pedicure,Weekend,5.7,3.4
B02969,U0679,S026,Manicure,Morning,1.2,3.6
B02970,U0322,S049,Haircut,Evening,1.3,2.5
B02971,U0900,S099,Manicure,Afternoon,0.6,4.1
B02972,U0472,S047,Coloring,Weekend,8.9,4.3
B02973,U0178,S016,Spa,Morning,12.2,4.6
B02974,U0716,S044,Haircut,Evening,2.4,2.7
B02975,U0541,S029,Haircut,Evening,6.2,3.5
B02976,U0962,S051,Spa,Morning,10.6,4.3
B02977,U0172,S067,Coloring,Evening,1.4,3.6
B02978,U0494,S047,Coloring,Afternoon,2.9,4
B02979,U0582,S038,Haircut,Afternoon,6,3.5
B02980,U0277,S030,Manicure,Evening,2.1,3.9
B02981,U0578,S071,Pedicure,Afternoon,1,2.9
B02982,U0666,S025,Manicure,Weekend,8.5,3.1
B02983,U0495,S019,Spa,Weekend,14.5,4.3
B02984,U0445,S092,Haircut,Evening,1.9,3.2
B02985,U0177,S083,Haircut,Morning,6,3.8
B02986,U0210,S051,Spa,Evening,12.8,4.6
B02987,U0382,S070,Coloring,Weekend,13.8,4
B02988,U0724,S075,Spa,Morning,11,3.5
B02989,U0236,S082,Coloring,Evening,3.7,4.8
B02990,U0941,S032,Haircut,Morning,8.4,3.5
B02991,U0686,S020,Coloring,Evening,14.8,4.1
B02992,U0430,S033,Pedicure,Weekend,7,3.8
B02993,U0473,S046,Haircut,Weekend,5.9,3.6
B02994,U0863,S068,Spa,Weekend,6,4.1
B02995,U0031,S085,Spa,Weekend,1,3.2
B02996,U0484,S053,Manicure,Evening,9.7,4.6
B02997,U0508,S036,Manicure,Weekend,14.3,4.3
B02998,U0262,S092,Coloring,Afternoon,8.8,3.8
B02999,U0052,S084,Coloring,Afternoon,2,3.4
B03000,U0305,S051,Spa,Evening,3.1,4.6
B03001,U0289,S076,Spa,Evening,4,4.2
B03002,U0741,S078,Manicure,Morning,7.7,4.9
B03003,U0954,S021,Manicure,Evening,1.3,4.1
B03004,U0886,S094,Haircut,Evening,7.1,4.7
B03005,U0784,S002,Haircut,Morning,5.9,3.1
B03006,U0633,S095,Coloring,Weekend,2.2,4.8
B03007,U0685,S020,Haircut,Weekend,8.7,4.6
B03008,U0209,S086,Manicure,Afternoon,1.8,4.6
B03009,U0105,S056,Haircut,Morning,8.6,3.6
B03010,U0633,S090,Coloring,Weekend,4,5
B03011,U0310,S037,Spa,Morning,10.7,3.7
B03012,U0634,S008,Coloring,Evening,9.5,4
B03013,U0583,S096,Spa,Weekend,5.1,4.2
B03014,U1000,S036,Spa,Morning,9.2,4.2
B03015,U0813,S091,Haircut,Weekend,7,4.5
B03016,U0567,S021,Haircut,Morning,3.6,5
B03017,U0319,S028,Manicure,Morning,13.5,4.7
B03018,U0070,S024,Pedicure,Weekend,14,4.5
B03019,U0867,S009,Haircut,Weekend,6.7,3.9
B03020,U0714,S091,Haircut,Morning,14.9,4.7
B03021,U0722,S093,Coloring,Weekend,1.5,3.4
B03022,U0499,S078,Manicure,Weekend,4.9,4.9
B03023,U0764,S071,Haircut,Weekend,14.2,3.4
B03024,U0008,S058,Pedicure,Evening,3.3,3.4
B03025,U0780,S028,Haircut,Morning,8.5,4.8
B03026,U0718,S027,Spa,Evening,2,4.7
B03027,U0187,S014,Haircut,Evening,1.5,4.5
B03028,U0954,S037,Coloring,Morning,0.5,3
B03029,U0777,S026,Manicure,Afternoon,12.6,4.6
B03030,U0128,S036,Spa,Morning,7.6,4.3
B03031,U0496,S056,Haircut,Weekend,15,3.7
B03032,U0672,S010,Coloring,Evening,4,4.1
B03033,U0998,S095,Haircut,Evening,2.3,4.1
B03034,U0767,S083,Coloring,Evening,12.6,2.7
B03035,U0862,S012,Haircut,Afternoon,4.5,4
B03036,U0347,S076,Coloring,Weekend,14.5,4.6
B03037,U0346,S030,Manicure,Afternoon,2.6,4.4
B03038,U0363,S077,Spa,Weekend,12.4,4
B03039,U0016,S058,Pedicure,Weekend,2.8,3.4
B03040,U0070,S093,Pedicure,Morning,3.1,2.9
B03041,U0765,S098,Haircut,Evening,12.9,3.1
B03042,U0039,S066,Pedicure,Weekend,10.3,3.5
B03043,U0470,S090,Haircut,Afternoon,1.1,4.7
B03044,U0190,S027,Manicure,Weekend,4.6,4.3
B03045,U0047,S062,Pedicure,Evening,3.7,2.6
B03046,U0501,S047,Coloring,Morning,2.4,4.3
B03047,U0060,S063,Spa,Weekend,9.1,4.4
B03048,U0361,S050,Haircut,Morning,5,3.2
B03049,U0239,S019,Coloring,Weekend,7,3.7
B03050,U0120,S010,Manicure,Weekend,14,4.7
B03051,U0470,S030,Haircut,Afternoon,2,4.7
B03052,U0456,S063,Pedicure,Evening,1.5,5
B03053,U0710,S057,Haircut,Evening,13.4,4.6
B03054,U0116,S067,Coloring,Weekend,4.7,4.2
B03055,U0711,S023,Coloring,Evening,14,4.3
B03056,U0043,S078,Coloring,Morning,8.8,4.5
B03057,U0023,S040,Manicure,Weekend,13.9,4.2
B03058,U0754,S078,Spa,Weekend,10.5,5
B03059,U0656,S092,Coloring,Evening,6.8,3.1
B03060,U0556,S004,Spa,Evening,3.8,3.1
